,Timestamp,CPU %,Memory %
18638348,105280,45.0,91
18638349,105300,45.0,90
18638350,105390,49.0,91
18638351,105460,58.0,92
18638352,105630,60.0,91
18638353,105650,50.0,90
18638354,105730,47.0,88
18638355,105840,32.0,91
18638356,105880,29.0,90
18638357,105930,33.0,90
18638358,106010,28.0,90
18638359,106210,44.0,93
18638360,106330,44.0,90
18638361,106390,51.0,93
18638362,106440,44.0,94
18638363,106470,46.0,93
18638364,106490,48.0,94
18638365,106500,48.0,94
18638366,106540,61.0,93
18638367,106590,59.0,91
18638368,106760,65.0,97
18638369,106800,59.0,97
18638370,106920,58.0,93
18638371,106950,48.0,93
18638372,106970,41.0,91
18638373,107030,50.0,93
18638374,107130,47.0,91
18638375,107160,52.0,95
18638376,107180,61.0,95
18638377,107420,60.0,94
18638378,107460,64.0,95
18638379,107610,58.0,96
18638380,107650,56.0,96
18638381,107870,53.0,91
18638382,107910,55.0,93
18638383,107920,69.0,94
18638384,107930,77.0,96
18638385,108060,76.0,96
18638386,108180,73.0,96
18638387,108200,71.0,96
18638388,108280,69.0,96
18638389,108450,75.0,95
18638390,108590,78.0,96
18638391,108690,70.0,91
18638392,108860,50.0,89
18638393,108880,57.0,89
18638394,108980,66.0,90
18638395,109150,72.0,93
18638396,109210,61.0,92
18638397,109390,53.0,90
18638398,109400,50.0,90
18638399,109590,77.0,91
18638400,109780,57.0,92
18638401,109790,58.0,92
18638402,109800,57.0,93
18638403,109820,62.0,94
18638404,109830,67.0,95
18638405,109910,53.0,93
18638406,109950,55.0,92
18638407,110030,57.0,91
18638408,110060,58.0,91
18638409,110140,65.0,91
18638410,110320,53.0,94
18638411,110350,56.0,93
18638412,110470,42.0,95
18638413,110560,44.0,93
18638414,110570,42.0,93
18638415,110590,41.0,94
